customerID;M-0;M-1;M-10;M-11;M-12;M-13;M-14;M-15;M-16;M-17;M-18;M-19;M-2;M-20;M-21;M-22;M-23;M-24;M-25;M-26;M-27;M-28;M-29;M-3;M-30;M-31;M-32;M-33;M-34;M-35;M-36;M-37;M-38;M-39;M-4;M-40;M-41;M-42;M-43;M-44;M-45;M-46;M-47;M-48;M-49;M-5;M-50;M-51;M-52;M-53;M-54;M-55;M-56;M-57;M-58;M-59;M-6;M-60;M-61;M-62;M-63;M-64;M-65;M-66;M-67;M-68;M-69;M-7;M-70;M-71;M-8;M-9
9574-BOSMD;21,12;23,26;23,26;25,4;25,4;22,19;24,33;22,19;25,4;25,4;24,33;25,4;24,33;25,4;18,98;24,33;23,26;25,4;25,4;21,12;23,26;25,4;25,4;24,33;25,4;21,12;24,33;23,26;24,33;23,26;21,12;24,33;24,33;25,4;22,19;23,26;25,4;24,33;23,26;23,26;25,4;25,4;25,4;23,26;24,33;23,26;23,26;24,33;25,4;25,4;25,4;23,26;25,4;24,33;24,33;17,91;25,4;25,4;21,12;23,26;25,4;24,33;21,12;25,4;17,91;;;22,19;;;24,33;25,4
9574-RKJIF;94,534;95,338;94,802;94,467;95,003;94,668;94,534;94,467;94,4;94,534;94,4;94,869;94,534;94,4;94,668;94,4;94,534;94,4;94,467;94,936;95,204;94,534;94,534;94,467;;;;;;;;;;;94,4;;;;;;;;;;;94,601;;;;;;;;;;;94,735;;;;;;;;;;;94,735;;;94,668;94,467
9575-IWCAZ;25,916;25,916;;;;;;;;;;;35,096;;;;;;;;;;;25,304;;;;;;;;;;;27,344;;;;;;;;;;;31,424;;;;;;;;;;;;;;;;;;;;;;;;;;
9576-ANLXO;80,197;71,8705;;;;;;;;;;;70,2325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9576-SYUHJ;91,117;90,754;91,117;91,15;91,15;91,15;91,018;91,084;91,117;91,15;91,051;91,15;90,82;91,15;91,117;91,15;91,15;90,853;90,622;91,15;90,919;91,15;91,15;91,117;90,985;91,051;91,15;90,952;91,15;91,15;90,985;;;;91,051;;;;;;;;;;;91,117;;;;;;;;;;;91,15;;;;;;;;;;;90,919;;;91,117;91,117
9577-WJVCQ;54,45;54,45;54,45;54,45;54,45;54,45;54,153;54,0045;54,45;54,3015;54,3015;54,45;54,0045;54,45;54,3015;54,45;53,7075;54,45;54,3015;54,45;54,45;54,3015;54,153;52,668;54,153;54,3015;54,3015;54,3015;54,45;54,45;54,3015;54,45;53,7075;54,0045;54,45;54,45;54,3015;54,45;54,3015;54,0045;54,0045;53,856;53,7075;54,153;54,45;54,45;54,0045;53,856;54,45;54,45;54,45;54,45;54,153;54,153;53,262;53,7075;54,153;54,45;54,3015;54,45;54,0045;54,45;54,45;54,45;54,153;;;54,153;;;54,3015;54,45
9578-FOMUK;22,4075;20,4935;22,4075;23,843;24,3215;22,886;22,4075;;;;;;18,5795;;;;;;;;;;;24,8;;;;;;;;;;;20,4935;;;;;;;;;;;23,843;;;;;;;;;;;13,316;;;;;;;;;;;16,187;;;24,3215;23,843
9578-VRMNM;65,2165;65,2;65,2075;65,203;65,2045;65,2315;65,209;65,203;;;;;65,245;;;;;;;;;;;65,203;;;;;;;;;;;65,2015;;;;;;;;;;;65,2;;;;;;;;;;;65,2135;;;;;;;;;;;65,2015;;;65,2;65,2105
9581-GVBXT;30,426;33,342;33,342;34,071;33,342;34,8;33,342;34,8;31,155;33,342;32,613;31,884;26,781;34,8;34,8;34,8;33,342;34,8;34,8;32,613;33,342;34,8;33,342;34,071;33,342;34,071;33,342;32,613;34,071;34,8;33,342;34,8;34,071;34,071;34,8;34,8;34,071;34,071;33,342;33,342;33,342;34,071;31,884;34,071;33,342;34,8;34,8;34,8;34,071;28,968;34,8;34,071;34,8;34,071;31,155;;34,8;;;;;;;;;;;34,8;;;31,155;34,8
9584-EXCDZ;62,933;68,526;69,184;68,526;63,92;69,184;70,171;67,539;70,171;;;;69,513;;;;;;;;;;;66,552;;;;;;;;;;;70,5;;;;;;;;;;;70,171;;;;;;;;;;;69,184;;;;;;;;;;;69,513;;;70,171;69,842
9585-KKMFD;20;21,196;20;22,99;20,598;20,598;22,392;22,392;20;20,598;20;21,196;20,598;24,784;22,392;20;20;20;21,196;21,794;20;22,392;20;21,794;20,598;22,99;21,794;23,588;20;21,794;20,598;22,99;22,99;20,598;27,774;20,598;;;;;;;;;;21,196;;;;;;;;;;;20;;;;;;;;;;;20;;;20,598;24,784
9586-JGQKH;105,8915;108,349;105,4;105,4;106,383;105,8915;105,4;105,4;105,4;105,4;107,8575;105,4;109,332;105,4;105,4;105,8915;105,4;105,4;107,366;107,366;106,8745;106,383;105,8915;105,4;105,4;105,4;105,4;105,4;106,383;105,4;105,8915;105,8915;105,8915;106,8745;105,4;106,383;105,4;108,8405;105,4;109,8235;108,349;106,383;105,8915;106,383;105,4;106,383;105,4;105,4;106,383;105,8915;105,4;106,383;105,4;106,383;108,349;106,8745;107,366;105,8915;105,4;105,4;106,383;;;;;;;105,4;;;105,4;105,4
9588-OZDMQ;44,91;44,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9588-YRFHY;19,9;19,9;20,85;19,9;20,375;19,9;21,325;19,9;23,225;25,125;20,375;24,175;19,9;20,375;25,125;19,9;19,9;20,85;20,85;20,85;20,85;21,325;19,9;21,8;19,9;21,325;23,225;23,225;20,85;20,375;19,9;20,375;19,9;20,375;19,9;20,85;19,9;20,375;19,9;19,9;20,375;20,375;19,9;23,225;;20,85;;;;;;;;;;;21,325;;;;;;;;;;;19,9;;;19,9;19,9
9589-ABEPT;95,71;93,265;93,265;93,265;93,265;92,45;94,895;97,34;97,34;92,45;93,265;92,45;94,895;92,45;92,45;102,23;92,45;92,45;92,45;93,265;93,265;93,265;100,6;92,45;93,265;93,265;92,45;92,45;92,45;94,08;92,45;93,265;92,45;92,45;96,525;94,895;92,45;96,525;93,265;92,45;93,265;93,265;92,45;93,265;97,34;92,45;93,265;92,45;92,45;93,265;95,71;92,45;93,265;93,265;94,08;92,45;94,08;92,45;94,08;92,45;92,45;94,08;92,45;93,265;93,265;92,45;;93,265;;;92,45;93,265
9591-YVTEB;45,711;45,219;44,85;44,85;45,465;44,973;45,711;44,85;44,973;44,973;44,85;44,85;45,096;45,342;45,834;44,973;44,85;45,096;45,096;44,85;45,096;44,85;44,973;44,85;45,465;44,85;45,711;45,219;44,973;44,973;44,85;44,85;45,096;44,85;44,85;44,85;44,85;44,85;44,973;44,85;44,85;44,973;44,85;44,85;45,219;44,85;46,203;44,85;45,219;44,85;45,219;;;;;;44,973;;;;;;;;;;;45,957;;;44,973;44,973
9592-ERDKV;79,25;78,023;78,6365;76,1825;79,0455;79,25;79,0455;78,432;78,6365;78,841;78,023;79,25;79,25;78,2275;78,6365;78,6365;78,841;78,841;78,6365;79,25;78,841;77,205;78,6365;79,25;79,0455;78,432;79,25;79,25;79,25;79,25;79,25;;;;78,2275;;;;;;;;;;;78,432;;;;;;;;;;;78,841;;;;;;;;;;;78,841;;;77,614;79,25
9593-CVZKR;25,2825;25,116;24,783;24,6165;24,9495;25,2825;24,6165;24,45;24,6165;24,45;24,6165;24,45;25,116;24,783;24,783;24,45;25,116;24,6165;24,9495;24,6165;25,116;24,6165;24,6165;24,783;24,45;24,45;24,45;24,783;24,9495;24,45;24,45;24,783;24,783;26,781;24,6165;24,6165;24,45;24,45;24,783;24,783;24,783;24,9495;24,45;24,783;24,9495;25,116;24,45;24,6165;24,783;24,6165;24,6165;24,9495;;;;;24,6165;;;;;;;;;;;24,45;;;24,45;24,45
9600-NAXZN;101,4;106,434;113,146;104,756;101,4;101,4;103,078;101,4;101,4;109,79;101,4;103,078;106,434;103,078;113,146;106,434;104,756;103,078;103,078;101,4;116,502;103,078;114,824;106,434;114,824;103,078;101,4;101,4;106,434;103,078;104,756;104,756;108,112;113,146;103,078;101,4;106,434;103,078;;;;;;;;101,4;;;;;;;;;;;103,078;;;;;;;;;;;101,4;;;106,434;109,79
9600-UDOPK;94,4995;94,05;96,2975;94,949;94,4995;94,4995;94,05;95,848;97,1965;95,3985;95,3985;94,4995;97,646;95,3985;96,2975;96,747;94,4995;94,05;97,1965;94,949;97,646;98,0955;96,2975;95,848;;;;;;;;;;;94,4995;;;;;;;;;;;94,949;;;;;;;;;;;94,4995;;;;;;;;;;;94,4995;;;98,0955;94,05
9601-BRXPO;103,2325;103,805;103,805;103,2325;104,3775;104,3775;98,6525;104,95;104,3775;94,645;103,805;102,66;103,805;102,0875;100,37;103,2325;102,66;103,805;;;;;;103,805;;;;;;;;;;;101,515;;;;;;;;;;;103,805;;;;;;;;;;;103,805;;;;;;;;;;;102,0875;;;100,37;103,2325
9602-WCXPI;20,15;20,15;19,412;20,15;19,412;19,5965;20,15;18,674;19,781;20,15;19,9655;20,15;20,15;18,674;19,5965;20,15;20,15;20,15;19,412;18,674;19,2275;19,412;20,15;20,15;20,15;20,15;18,674;20,15;19,781;19,9655;19,9655;19,412;19,9655;20,15;19,9655;20,15;18,674;19,5965;19,781;20,15;19,781;20,15;19,5965;20,15;20,15;20,15;;;;;;;;;;;19,5965;;;;;;;;;;;19,412;;;19,5965;20,15
9603-OAIHC;70,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9605-WGJVW;70,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9606-PBKBQ;78,764;81,882;83,441;81,882;84,2205;85;82,6615;83,441;81,1025;83,441;85;82,6615;84,2205;77,9845;85;85;70,1895;84,2205;79,5435;81,882;83,441;82,6615;82,6615;85;85;85;;;;;;;;;84,2205;;;;;;;;;;;82,6615;;;;;;;;;;;85;;;;;;;;;;;82,6615;;;84,2205;77,9845
9609-BENEA;69,801;69,267;69;69,267;71,67;69;69;69,534;69,534;72,471;69,267;70,068;69,267;69,801;69,801;69,267;70,869;69,801;69,267;71,67;69;70,068;69,534;71,937;69;69,267;69;69;69,267;;;;;;69;;;;;;;;;;;70,602;;;;;;;;;;;69,534;;;;;;;;;;;70,602;;;69,267;69
9610-WCESF;45,459;45,459;43,9;43,9;47,018;43,9;45,459;43,9;50,136;47,018;43,9;48,577;51,695;47,018;45,459;45,459;45,459;43,9;50,136;43,9;43,9;47,018;51,695;43,9;45,459;43,9;48,577;53,254;47,018;45,459;43,9;43,9;47,018;45,459;48,577;43,9;47,018;43,9;48,577;50,136;43,9;45,459;43,9;51,695;47,018;45,459;48,577;50,136;45,459;43,9;43,9;45,459;43,9;45,459;50,136;47,018;43,9;45,459;45,459;43,9;47,018;48,577;43,9;43,9;;;;47,018;;;43,9;48,577
9611-CTWIH;84,428;68,246;;;;;;;;;;;87,776;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9614-RMGHA;91,85;91,85;91,262;91,85;91,556;91,85;91,556;91,262;91,85;91,262;91,262;91,262;91,85;91,556;91,262;90,968;91,262;91,262;91,85;90,968;91,85;90,674;91,556;90,38;91,262;91,262;90,674;91,85;89,498;91,556;91,85;91,556;91,556;90,674;91,556;91,556;91,85;91,85;91,85;91,85;91,262;91,262;91,85;91,556;91,556;90,674;91,85;91,556;91,262;91,85;91,262;90,968;91,262;91,85;90,968;91,85;91,262;91,556;90,674;91,85;91,85;91,262;;;;;;91,556;;;91,85;89,792
9617-INGJY;70,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9617-UDPEU;18,9215;18,9215;19,1405;18,7025;19,25;18,7025;19,25;18,0455;19,031;19,1405;18,374;18,4835;19,1405;19,1405;18,7025;;;;;;;;;19,031;;;;;;;;;;;18,9215;;;;;;;;;;;17,3885;;;;;;;;;;;17,279;;;;;;;;;;;19,25;;;19,25;18,4835
9618-LFJRU;20,492;21,332;;;;;;;;;;;20,576;;;;;;;;;;;20,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9619-GSATL;56,049;58,445;56,049;56,049;57,247;56,648;56,049;56,049;57,247;55,45;55,45;56,049;55,45;59,044;55,45;57,247;56,049;56,648;56,049;56,049;56,049;56,049;55,45;60,242;56,049;60,841;59,044;55,45;55,45;56,049;58,445;57,846;56,648;55,45;60,242;56,648;56,049;59,044;;;;;;;;56,648;;;;;;;;;;;59,044;;;;;;;;;;;56,648;;;56,049;56,049
9620-ENEJV;73,8515;71,7215;;;;;;;;;;;73,106;;;;;;;;;;;72,1475;;;;;;;;;;;72,3605;;;;;;;;;;;70,763;;;;;;;;;;;;;;;;;;;;;;;;;;
9620-QJREV;21,022;20,55;21,966;20,55;21,966;20,55;21,494;21,022;21,494;20,55;25,27;20,55;21,966;20,55;21,022;21,966;21,966;23,854;24,326;22,91;20,55;20,55;20,55;20,55;21,494;21,022;22,91;20,55;21,022;21,966;21,494;24,326;20,55;21,494;20,55;22,438;21,494;22,91;21,494;20,55;23,382;21,494;;;;21,494;;;;;;;;;;;20,55;;;;;;;;;;;20,55;;;20,55;21,022
9621-OUPYD;20,2;20,287;20,229;20,2;20,374;20,229;20,635;20,548;20,461;20,548;20,2;20,229;20,316;20,258;20,287;20,403;20,403;20,548;;;;;;20,229;;;;;;;;;;;20,229;;;;;;;;;;;20,229;;;;;;;;;;;20,2;;;;;;;;;;;20,258;;;20,2;20,2
9624-EGDEQ;22,221;19,8;24,642;20,607;20,607;20,607;20,607;28,677;23,028;22,221;25,449;27,87;22,221;22,221;21,414;25,449;19,8;21,414;20,607;23,835;20,607;21,414;24,642;20,607;23,028;19,8;20,607;20,607;23,028;19,8;20,607;;;;22,221;;;;;;;;;;;22,221;;;;;;;;;;;21,414;;;;;;;;;;;19,8;;;19,8;19,8
9625-QNLUX;105,92;104,318;103,25;103,25;105,92;105,92;103,784;103,25;103,784;105,386;103,25;105,92;103,784;104,852;103,25;104,852;103,784;104,318;103,25;103,25;104,318;105,92;103,25;103,25;105,386;103,25;103,784;103,784;103,784;104,318;104,852;103,784;103,25;103,25;103,784;104,852;104,318;104,318;103,25;104,852;103,784;104,318;104,852;103,25;103,784;103,25;103,784;103,784;103,784;103,25;103,25;103,25;104,852;106,988;103,784;103,25;103,25;103,784;103,784;103,25;103,25;104,852;103,25;104,318;103,25;;;104,318;;;103,25;103,784
9625-QSTYE;67,8055;68,832;60,62;79,097;73,9645;;;;;;;;76,0175;;;;;;;;;;;70,885;;;;;;;;;;;77,044;;;;;;;;;;;66,779;;;;;;;;;;;80,1235;;;;;;;;;;;72,938;;;78,0705;80,1235
9625-RZFUK;20,395;19,7;19,7;20,0475;20,0475;20,0475;20,0475;20,7425;20,7425;19,7;20,7425;20,0475;20,7425;20,0475;19,7;20,0475;21,09;20,0475;21,785;20,395;20,0475;19,7;23,175;21,09;20,7425;20,0475;20,0475;19,7;19,7;20,0475;20,395;19,7;19,7;21,09;21,09;20,0475;20,0475;20,0475;19,7;19,7;20,395;20,395;19,7;19,7;20,395;19,7;20,0475;20,0475;20,0475;19,7;20,7425;19,7;20,0475;20,0475;21,09;20,395;20,395;20,395;20,7425;21,09;;;;;;;;19,7;;;19,7;20,0475
9626-VFRGG;90,6515;88,9965;89,162;88,6655;88,6655;88,9965;88,831;88,6655;89,162;89,6585;88,6655;89,6585;88,6655;88,6655;89,162;88,5;88,5;88,5;89,3275;88,831;88,5;89,3275;89,493;89,6585;88,6655;88,9965;88,6655;88,9965;88,5;88,6655;89,6585;88,6655;88,6655;88,6655;88,6655;88,5;;;;;;;;;;88,5;;;;;;;;;;;88,6655;;;;;;;;;;;88,5;;;88,6655;88,5
9626-WEQRM;27,3815;26,53;;;;;;;;;;;28,888;;;;;;;;;;;27,2505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9629-NHXFW;19,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9631-RXVJM;19,416;19,2915;19,2915;19,3745;19,2915;19,3745;19,416;19,333;19,2915;19,2915;19,7065;19,3745;19,333;19,25;19,25;19,416;19,416;19,3745;19,2915;19,25;19,3745;19,2915;19,333;19,6235;19,2915;19,4575;19,333;19,2915;19,3745;;;;;;19,831;;;;;;;;;;;19,2915;;;;;;;;;;;19,333;;;;;;;;;;;19,333;;;19,3745;19,333
9631-XEYKE;44,541;49,4235;;;;;;;;;;;43,2855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9633-DENPU;58,6;57,06;58,6;57,984;58,6;58,292;57,984;57,06;58,6;58,6;58,292;58,292;57,676;58,6;57,984;58,292;58,292;57,368;58,6;57,676;58,292;57,984;57,676;58,6;58,6;57,984;58,292;58,6;57,984;56,752;57,984;58,6;57,984;55,52;58,292;58,292;58,6;57,676;57,676;56,136;56,444;58,292;;;;58,6;;;;;;;;;;;57,676;;;;;;;;;;;58,292;;;55,828;58,292
9633-XQABV;73,8505;75,3665;;;;;;;;;;;80,483;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9637-CDTKZ;114,1;114,1;110,236;111,524;114,1;111,524;114,1;112,812;112,812;107,66;106,372;111,524;114,1;114,1;110,236;114,1;114,1;114,1;112,812;114,1;108,948;111,524;114,1;114,1;114,1;112,812;114,1;114,1;108,948;110,236;114,1;114,1;111,524;114,1;114,1;112,812;112,812;107,66;112,812;112,812;114,1;112,812;111,524;114,1;114,1;110,236;112,812;114,1;111,524;111,524;103,796;110,236;110,236;110,236;114,1;114,1;114,1;110,236;110,236;114,1;114,1;112,812;114,1;111,524;114,1;112,812;112,812;111,524;110,236;110,236;111,524;114,1
9637-EIHEQ;50,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9638-JIQYA;24,891;24,809;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9639-BUJXT;20,5;20,5;20,8665;20,5;20,5;20,8665;20,5;20,5;21,5995;20,5;20,8665;20,8665;21,233;21,5995;20,8665;20,8665;20,5;21,5995;21,233;20,5;21,966;20,8665;20,5;21,233;20,5;21,233;21,233;22,699;21,966;20,5;21,233;20,5;20,5;21,966;21,233;20,5;20,5;20,8665;20,8665;20,5;20,5;20,5;20,5;22,3325;21,966;21,5995;21,233;20,5;20,5;21,5995;22,3325;20,5;21,233;20,5;22,3325;20,5;20,8665;20,8665;22,3325;20,5;;;;;;;;21,5995;;;23,7985;21,233
9640-ZSLDC;64,008;60,6;64,008;61,452;61,452;62,304;62,304;60,6;63,156;60,6;60,6;60,6;60,6;66,564;64,86;60,6;60,6;66,564;64,008;60,6;60,6;64,86;61,452;60,6;62,304;62,304;60,6;62,304;62,304;61,452;64,008;60,6;60,6;60,6;60,6;65,712;64,86;61,452;60,6;60,6;64,008;61,452;60,6;64,008;60,6;63,156;60,6;64,008;61,452;;;;;;;;66,564;;;;;;;;;;;62,304;;;63,156;60,6
9643-AVVWI;80,13;80,429;;;;;;;;;;;80,741;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9643-YBLUR;70,025;71,65;;;;;;;;;;;82,7;;;;;;;;;;;70,025;;;;;;;;;;;71,975;;;;;;;;;;;69,05;;;;;;;;;;;69,7;;;;;;;;;;;75,55;;;73,275;
9644-KVCNC;92,15;90,9;91,9;91,9;92,15;92,15;92,15;91,65;91,65;92,15;91,9;92,15;91,9;91,9;92,15;91,4;91,65;92,15;91,65;92,15;92,15;91,9;92,15;91,15;92,15;91,9;91,65;91,4;91,4;91,9;92,15;92,15;92,15;92,15;90,65;91,65;91,9;91,4;92,15;91,4;91,15;91,4;91,65;92,15;92,15;88,9;91,9;91,65;92,15;91,65;91,15;92,15;91,15;91,9;92,15;91,9;91,65;91,9;92,15;91,9;92,15;91,9;91,15;;;;;91,9;;;91,65;92,15
9644-UMGQA;49,525;49,1875;;;;;;;;;;;49,3225;;;;;;;;;;;49,1875;;;;;;;;;;;49,24;;;;;;;;;;;49,1875;;;;;;;;;;;;;;;;;;;;;;;;;;
9646-NMHXE;19,65;21,632;20,1455;19,65;20,641;19,65;19,65;23,1185;24,1095;22,623;20,641;19,65;21,632;20,641;22,623;19,65;21,1365;19,65;20,641;19,65;20,641;19,65;19,65;19,65;24,605;22,1275;23,1185;20,1455;20,641;20,641;19,65;20,1455;19,65;20,641;19,65;20,1455;21,1365;20,641;20,1455;20,1455;19,65;20,641;;;;19,65;;;;;;;;;;;19,65;;;;;;;;;;;20,641;;;21,632;21,632
9647-ERGBE;100,943;105,8545;100,943;100,4965;100,05;100,4965;100,4965;100,4965;100,4965;101,836;101,3895;102,729;100,4965;102,729;103,1755;102,729;101,836;100,05;101,3895;102,2825;100,05;101,3895;104,9615;101,836;;;;;;;;;;;104,515;;;;;;;;;;;100,4965;;;;;;;;;;;100,4965;;;;;;;;;;;101,3895;;;100,05;100,05
9648-BCHKM;26,862;26,309;27,415;24,9265;27,6915;25,203;25,203;27,6915;28,2445;24,9265;;;24,65;;;;;;;;;;;25,203;;;;;;;;;;;24,65;;;;;;;;;;;25,203;;;;;;;;;;;25,756;;;;;;;;;;;26,862;;;26,0325;28,521
9650-VBUOG;26,1345;25,05;25,1705;25,291;25,4115;25,05;25,1705;25,291;26,1345;25,1705;25,05;25,4115;26,8575;25,291;25,773;25,05;25,05;25,291;25,532;25,291;25,4115;25,8935;25,8935;25,05;25,773;25,05;25,532;25,1705;25,1705;25,291;25,05;25,05;;;25,05;;;;;;;;;;;25,1705;;;;;;;;;;;25,05;;;;;;;;;;;25,773;;;25,05;25,05
9651-GTSAQ;110,4935;109,029;106,1;107,5645;106,1;116,3515;109,029;107,5645;109,029;111,958;107,5645;106,1;111,958;107,5645;109,029;109,029;109,029;107,5645;116,3515;106,1;107,5645;106,1;107,5645;114,887;107,5645;114,887;107,5645;106,1;106,1;107,5645;106,1;107,5645;107,5645;107,5645;107,5645;107,5645;106,1;109,029;107,5645;106,1;106,1;109,029;113,4225;106,1;113,4225;106,1;111,958;113,4225;110,4935;;;;;;;;110,4935;;;;;;;;;;;106,1;;;109,029;111,958
9658-WYUFB;94,4;94,654;94,4;94,654;94,654;96,686;95,035;96,051;94,4;;;;94,4;;;;;;;;;;;94,4;;;;;;;;;;;94,781;;;;;;;;;;;94,908;;;;;;;;;;;98,845;;;;;;;;;;;95,797;;;94,654;94,781
9659-QEQSY;115,65;114,8625;114,075;111,7125;114,8625;112,5;115,65;114,8625;115,65;111,7125;114,075;112,5;113,2875;114,075;114,8625;115,65;114,075;115,65;115,65;113,2875;114,075;112,5;114,075;113,2875;107,775;114,8625;115,65;115,65;114,8625;112,5;115,65;111,7125;112,5;114,8625;115,65;115,65;114,8625;115,65;115,65;115,65;;;;;;110,1375;;;;;;;;;;;108,5625;;;;;;;;;;;114,8625;;;110,1375;114,075
9659-ZTWSM;107,0185;105,6925;106,3555;107,0185;107,35;104,698;107,35;107,35;106,687;107,35;106,687;107,0185;107,35;106,3555;107,35;107,35;107,0185;106,687;106,687;107,35;106,024;107,35;107,0185;106,687;107,0185;107,0185;106,024;105,361;107,35;107,0185;107,35;106,3555;107,35;107,0185;106,687;107,0185;107,35;107,0185;105,0295;106,687;106,687;107,35;107,35;107,35;106,3555;106,687;106,687;107,35;107,0185;106,024;107,35;106,687;107,35;107,35;107,0185;107,35;107,35;106,3555;107,35;107,35;106,3555;107,0185;107,0185;;;;;107,35;;;105,361;107,0185
9661-ACXBS;104,3175;105,2;105,2;104,6705;104,6705;104,141;104,3175;105,2;105,0235;103,788;105,2;104,3175;105,0235;105,2;105,2;105,0235;104,494;104,847;105,2;104,3175;104,847;105,2;104,6705;104,3175;105,2;105,2;105,2;104,6705;105,2;103,9645;104,6705;105,2;105,0235;104,141;103,788;105,0235;104,847;;;;;;;;;105,0235;;;;;;;;;;;104,6705;;;;;;;;;;;105,2;;;105,0235;104,3175
9661-JALZV;26,428;24,7;24,7;24,7;25,564;27,292;25,564;26,428;29,02;24,7;27,292;24,7;24,7;27,292;24,7;24,7;29,02;26,428;25,564;24,7;29,02;24,7;24,7;25,564;24,7;25,564;26,428;24,7;28,156;27,292;25,564;26,428;24,7;25,564;35,068;28,156;25,564;26,428;25,564;26,428;25,564;24,7;25,564;26,428;30,748;24,7;25,564;24,7;24,7;25,564;24,7;25,564;27,292;26,428;;;25,564;;;;;;;;;;;25,564;;;31,612;25,564
9661-MHUMO;49,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9667-EQRXU;38,858;39,579;39,2185;39,579;39,2185;40,3;38,4975;36,695;39,9395;40,3;39,9395;39,2185;40,3;37,7765;39,579;35,974;39,579;38,4975;39,9395;40,3;37,0555;40,3;36,695;38,858;;;;;;;;;;;40,3;;;;;;;;;;;38,858;;;;;;;;;;;39,579;;;;;;;;;;;39,9395;;;39,2185;38,858
9667-TKTVZ;58,024;59,026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9668-PUGNU;25,267;25,267;24,5;24,5;26,034;24,5;24,5;25,267;25,267;26,034;26,801;27,568;25,267;25,267;26,034;25,267;24,5;26,801;24,5;25,267;24,5;30,636;24,5;24,5;24,5;26,034;26,801;26,034;24,5;24,5;26,801;25,267;25,267;25,267;26,801;29,869;25,267;26,034;24,5;26,034;24,5;24,5;26,034;26,034;24,5;28,335;24,5;25,267;24,5;26,801;24,5;24,5;24,5;24,5;27,568;25,267;24,5;25,267;24,5;26,034;29,102;26,034;27,568;24,5;24,5;26,801;26,801;24,5;24,5;;25,267;24,5
9670-BPNXF;62,55;62,367;61,086;62,367;61,818;61,818;62,367;61,818;62,367;62,001;62,367;62,184;62,367;61,635;62,001;61,818;62,367;62,55;61,269;62,367;62,367;61,269;62,001;61,452;62,184;62,55;62,367;62,55;62,367;62,001;62,367;62,55;62,367;62,367;62,184;61,818;62,367;61,635;62,55;62,367;;;;;;62,184;;;;;;;;;;;62,367;;;;;;;;;;;62,367;;;62,184;62,184
9674-EHPPG;39,929;39,929;39,458;40,086;40,086;39,929;39,615;40,4;40,4;39,772;40,086;39,772;40,243;40,243;40,243;39,929;40,4;40,243;39,929;39,615;39,929;40,4;40,243;39,929;39,929;40,086;40,4;40,4;40,4;40,243;40,243;40,243;39,772;40,4;38,987;40,243;39,615;40,4;40,4;40,4;39,144;;;;;40,243;;;;;;;;;;;40,243;;;;;;;;;;;39,772;;;40,4;39,929
9675-ICXCT;79,019;76,3475;78,1285;80,8;79,9095;80,8;79,019;80,8;80,8;80,8;80,8;80,8;79,019;80,8;79,019;80,8;79,9095;80,8;79,019;80,8;80,8;79,019;73,676;79,9095;79,019;80,8;79,019;78,1285;79,9095;80,8;74,5665;80,8;79,9095;80,8;79,9095;80,8;80,8;79,019;79,019;77,238;77,238;78,1285;78,1285;80,8;80,8;78,1285;79,9095;80,8;78,1285;80,8;79,9095;78,1285;80,8;79,9095;80,8;78,1285;79,019;80,8;79,9095;79,019;80,8;79,9095;79,019;80,8;80,8;79,019;80,8;80,8;79,019;78,1285;78,1285;79,9095
